smiles,auc,cl,vdss,t1_2,log_auc_value,log_cl_value,log_vdss_value,log_t1_2_value,k1,k2,k3
C[C@@H](CO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,4485.220000000001,3.9,0.19,1.3,8.408542825686746,1.3609765531356006,-1.6607312068216509,0.26236426446749106,17492.358000000004,655.5321538461541,26.68421052631579
CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OC[C@@H](C)Cc3ccc(Cl)cc3)ccc21.Cl,9000.0,2.0,3.9,27.0,9.104979856318357,0.6931471805599453,1.3609765531356006,3.295836866004329,18000.0,1300.0,13.846153846153848
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(C34CCC(c5cnc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]5)(CC3)CC4)cc2)[nH]1)C(C)C,1050.0,15.67,1.31,1.2,6.956545443151569,2.7517480563679295,0.2700271372130602,0.1823215567939546,16453.5,1146.25,14.35419847328244
CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,1032.1584086021512,16.0,0.81,0.66,6.939407430969605,2.772588722239781,-0.21072103131565253,-0.4155154439616658,16514.53453763442,1266.73986510264,13.037037037037036
Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2[nH]c1=O,5143.0,3.283,1.688,6.0,8.545391845774915,1.1887576385194556,0.5235443961737654,1.791759469228055,16884.469,1446.897333333333,11.669431279620854
O=[N+]([O-])c1cn2c(n1)OC[C@H](Oc1ccc(OC(F)(F)F)cc1)C2,1510.0,11.0,2.7,3.0,7.31986492980897,2.3978952727983707,0.9932517730102834,1.0986122886681098,16610.0,1359.0000000000002,12.22222222222222
O=C(NOC[C@H](O)CO)c1ccc2cnsc2c1Nc1ccc(I)cc1F,1107.2446000000002,15.0,0.97,1.6,7.0096298658440235,2.70805020110221,-0.030459207484708574,0.47000362924573563,16608.669,671.2670387500001,24.742268041237114
C[S@+]([O-])C[C@H]1[C@H]2CC[C@@]3(CC[C@H]4[C@@](C)(CCC[C@]4(C)C(=O)O)[C@@H]3C2)[C@@H]1O,1950.0,8.667,0.33,0.48,7.575584651557793,2.1595227101522076,-1.1086626245216111,-0.7339691750802004,16900.65,1340.625,12.606545454545453
CCN(C(=O)CN(c1cc(N(C)C)ccc1Cl)S(=O)(=O)c1ccc(OC)c(OC)c1)c1ccn(C)n1,1230.0,14.0,1.0,0.9,7.114769448366463,2.6390573296152584,0.0,-0.10536051565782628,17220.0,1366.6666666666667,12.6
CCCn1c2ccc(NC(=O)OC(C)C)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,1710.0,10.5,2.34,2.84,7.444248649496705,2.3513752571634776,0.85015092936961,1.0438040521731147,17955.0,1408.943661971831,12.743589743589745
Cc1n[nH]c(C(=O)O)c1Cc1cccc(-c2ccc(F)cc2)c1,2203.3288,8.0,0.6,1.7,7.697724586686852,2.0794415416798357,-0.5108256237659907,0.5306282510621704,17626.6304,777.6454588235293,22.666666666666668
CN1CCN(c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,1161.8550000000002,15.2,10.6,8.9,7.057773144771879,2.7212954278522306,2.3608540011180215,2.186051276738094,17660.196000000004,1383.782359550562,12.762264150943397
N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1,3196.0,5.3,1.1,3.0,8.069655306886165,1.667706820558076,0.09531017980432493,1.0986122886681098,16938.8,1171.8666666666668,14.454545454545451
Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O,3833.5,4.0,1.0,3.6,8.25153350299895,1.3862943611198906,0.0,1.2809338454620642,15334.0,1064.861111111111,14.4
CCN(C(=O)CN(c1cc(N(C)C)ccc1Cl)S(=O)(=O)c1ccc(OC)c(OC)c1)c1cnc(C)cn1,1290.0,13.0,1.5,1.5,7.162397497355718,2.5649493574615367,0.4054651081081644,0.4054651081081644,16770.0,1290.0,13.0
CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,1311.5762777777782,13.0,0.8,1.43,7.178984958330702,2.5649493574615367,-0.2231435513142097,0.3576744442718159,17050.491611111116,733.7489665889669,23.2375
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)Cc2ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc2O3)[nH]1)C(C)C,1055.0,15.83,1.32,1.33,6.961296045910167,2.761906873892921,0.27763173659827955,0.28517894223366247,16700.65,1047.0676691729325,15.949924242424244
C[C@H]1Cc2c(nnn2-c2ncc(F)cn2)CN1C(=O)c1ccnc(C(F)(F)F)c1F,4333.08642,3.7,1.7,5.6,8.374035366152143,1.308332819650179,0.5306282510621704,1.7227665977411035,16032.419754,1315.4012346428572,12.188235294117646
CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OCCCCc3ccccc3)ccc21,4400.0,4.0,2.86,11.0,8.389359819906353,1.3862943611198906,1.0508216248317612,2.3978952727983707,17600.0,1144.0,15.384615384615383
Cc1ccc(OC2CN(c3cccc(COC(=O)NC(=N)N)c3F)C2)cn1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,3200.0,5.2,1.06,3.3,8.070906088787819,1.6486586255873816,0.058268908123975824,1.1939224684724346,16640.0,1027.878787878788,16.18867924528302
CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OCCCc3ccc(F)cc3)ccc21.Cl,5400.0,3.2,5.3,21.0,8.594154232552366,1.1631508098056809,1.667706820558076,3.044522437723423,17280.0,1362.857142857143,12.679245283018869
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)cc3[nH]2)c1,5299.767,3.2,0.46,2.0,8.575418136309693,1.1631508098056809,-0.7765287894989963,0.6931471805599453,16959.2544,1218.94641,13.91304347826087
Cc1c(Oc2ccc(-n3cnnn3)cc2F)ncnc1N1C2CC3CC1CC(C2)N3C(=O)OC1(C)CC1,1360.0,13.2,3.96,4.34,7.215239978730097,2.580216829592325,1.3762440252663892,1.4678743481123135,17952.0,1240.921658986175,14.466666666666669
Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCOCC3)c2)[nH]1,4063.0,4.2,1.0,3.1,8.309676895987726,1.4350845252893227,0.0,1.1314021114911006,17064.600000000002,1310.6451612903224,13.02
CC1(C)[C@H](NC(=O)/C(=N\OC(CS(C)(=O)=O)c2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,1890.0,9.3,0.21,0.33,7.5443321080536885,2.2300144001592104,-1.5606477482646683,-1.1086626245216111,17577.0,1202.7272727272723,14.614285714285716
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(F)(F)CC1,5017.0,3.333,4.2,14.4,8.520587424484253,1.2038727993256026,1.4350845252893227,2.667228206581955,16721.661,1463.2916666666667,11.427428571428573
Cc1[nH]c2c(N3CCO[C@H](CO)C3)c(C#N)c(C(F)(F)F)nc2c1Cl,1100.0,15.0,3.1,4.8,7.003065458786462,2.70805020110221,1.1314021114911006,1.5686159179138452,16500.0,710.4166666666667,23.225806451612904
C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,1150.0,15.5,2.7,2.7,7.047517221357296,2.740840023925201,0.9932517730102834,0.9932517730102834,17825.0,1150.0,15.5
CCOC(=O)N1CCC(N2CCC[C@@H](NC(=O)c3ccccc3C)C2)CC1,1100.0,14.7,0.98,0.7667,7.003065458786462,2.6878474937846906,-0.020202707317519466,-0.26565968841728826,16170.0,1406.025824964132,11.5005
O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cccc1Cl,1290.0,12.92,0.754,1.44,7.162397497355718,2.558776498354456,-0.282362910974181,0.36464311358790924,16666.8,675.4583333333334,24.67480106100796
C[C@@H]1CN(c2ncc(CO)cc2Cl)CCN1c1nc(-c2cc(F)c(F)c(F)c2)c(-c2ccc(C(F)(F)F)cc2)[nH]1,1233.0,13.33,5.4,6.3,7.117205503164344,2.5900171341906173,1.6863989535702288,1.840549633397487,16435.89,1056.857142857143,15.551666666666666
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCNC(=O)C4)CC3)cc1)C(=O)C2,1389.855576,12.0,8.0,9.3,7.236955118568261,2.4849066497880004,2.0794415416798357,2.2300144001592104,16678.266912,1195.574689032258,13.95
O=C1CC(=O)CC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1,1982.0,8.4,1.5,3.7,7.591861714889934,2.128231705849268,0.4054651081081644,1.308332819650179,16648.8,803.5135135135134,20.72
CS(=O)(=O)Nc1ccncc1-c1ccc(C#N)c2ccccc12,6500.0,2.5,0.4,3.9,8.779557455883728,0.9162907318741551,-0.916290731874155,1.3609765531356006,16250.0,666.6666666666666,24.375
O=[N+]([O-])c1cn2c(n1)OC[C@H](Oc1ccc(C(F)(F)F)cn1)C2,2470.0,6.1,1.5,2.7,7.8119734296220225,1.8082887711792655,0.4054651081081644,0.9932517730102834,15067.0,1372.2222222222222,10.98
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccn2c(C(C)(C)C)nnc2c1,2668.0,6.5,1.3,3.8,7.889084407035514,1.8718021769015913,0.26236426446749106,1.33500106673234,17342.0,912.7368421052632,19.0
O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,6400.0,2.667,1.3,9.0,8.764053269347762,0.9809542451998772,0.26236426446749106,2.1972245773362196,17068.8,924.4444444444443,18.463846153846152
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1.Cl,10400.0,1.5,0.8,7.2,9.249561085129464,0.4054651081081644,-0.2231435513142097,1.9740810260220096,15600.0,1155.5555555555554,13.5
CC(C)(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1,1343.0567590000005,11.67,0.3,0.7,7.202703458474567,2.4570214462984645,-1.2039728043259361,-0.35667494393873245,15673.472377530006,575.5957538571431,27.23
CC(=O)Nc1nc2c(Oc3cc(N4CCN([C@H](C)c5ccc(F)cc5)CC4)ncn3)cccc2s1,1200.0,13.33,2.6,2.7,7.090076835776092,2.5900171341906173,0.9555114450274363,0.9932517730102834,15996.0,1155.5555555555554,13.842692307692309
O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,7018.518519,2.417,1.61,9.64,8.85630743756889,0.8825271017213459,0.4762341789963717,2.265921108622454,16963.759260422998,1172.179960123444,14.471975155279502
N#Cc1cc(NS(=O)(=O)c2ccc(N)cc2)ccc1Oc1ccc(Cl)c(C(F)(F)F)c1,3200.0,4.9,2.9,7.1,8.070906088787819,1.589235205116581,1.0647107369924282,1.9600947840472698,15680.000000000002,1307.042253521127,11.99655172413793
COc1cccc(CNC(=O)c2c[nH]c3nc(-c4cn[nH]c4)ccc23)c1,2223.2192000000005,7.6,0.52,1.0,7.706711514591074,2.028148247292285,-0.6539264674066639,0.0,16896.465920000002,1156.0739840000003,14.615384615384617
CCOc1ccc(Cc2cc([C@@H]3O[C@H](/C=N/O)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,3267.0,5.0,1.8,9.0,8.09162741160107,1.6094379124341003,0.5877866649021191,2.1972245773362196,16335.0,653.4000000000001,25.0
C[C@@H](O)C[C@H]1OC[C@@H](C2CCCCC2)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)C1=O,1234.4725260000005,14.0,3.0,5.2,7.118399053373551,2.6390573296152584,1.0986122886681098,1.6486586255873816,17282.615364000005,712.1956880769234,24.266666666666666
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(C#N)ccc2OC(C)C)C3)ccn1,1176.0,14.6,1.83,2.6,7.069874128458572,2.681021528714291,0.6043159668533296,0.9555114450274363,17169.6,827.7230769230769,20.743169398907103
O=C(c1cc(F)cc(Cl)c1)N1CCc2oc(-c3ccc(F)cn3)nc2C1,4339.0,3.8,2.4,8.9,8.37539918579835,1.33500106673234,0.8754687373538999,2.186051276738094,16488.2,1170.067415730337,14.091666666666669
CC1=C(CNCCC(=O)O)CCc2cc(OCCCCc3ccccc3)ccc21,5400.0,3.1,0.86,5.2,8.594154232552366,1.1314021114911006,-0.15082288973458366,1.6486586255873816,16740.0,893.0769230769231,18.74418604651163
C[C@H]1CN(CC[C@H](C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C2CC2)CC[C@@]12C=Cc1ccccc12,2295.947790000001,7.36,2.19,4.11,7.7389010176338715,1.9960599327407849,0.7839015438284094,1.4134230285081433,16898.175734400007,1223.3882384671538,13.81260273972603
CCN(C(=O)CN(c1cc(N(C)C)ccc1Cl)S(=O)(=O)c1ccc(OC)c(OC)c1)c1cc(C)n(C)n1,1140.0,15.0,0.7,0.8,7.038783541388542,2.70805020110221,-0.35667494393873245,-0.2231435513142097,17100.0,997.5,17.142857142857142
CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc3nc(-c4c(C)cccc4C)nn3c2)cc1,12726.0,1.32,0.33,3.98,9.451402423792738,0.27763173659827955,-1.1086626245216111,1.3812818192963463,16798.32,1055.1708542713568,15.92
Cn1ccc(Nc2ncnc3ccc(Oc4c(F)cccc4S(C)(=O)=O)cc23)n1,2604.634200000001,6.8,0.5,1.3,7.865047522062463,1.916922612182061,-0.6931471805599453,0.26236426446749106,17711.512560000006,1001.7823846153848,17.68
Cc1ccc2c(N)noc2c1-c1ccc2c(c1)NC(=O)C21CCOCC1,1230.0,13.8,2.0,1.9,7.114769448366463,2.624668592163159,0.6931471805599453,0.6418538861723947,16974.0,1294.7368421052631,13.11
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3n2C)c1,4156.1575,4.0,0.5,1.8,8.332346248517407,1.3862943611198906,-0.6931471805599453,0.5877866649021191,16624.63,1154.4881944444444,14.4
CC1(C)[C@H](NC(=O)/C(=N\OCc2cc(=O)c(O)cn2O)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,1714.0,9.8,0.14,0.27,7.446585099157725,2.2823823856765264,-1.9661128563728327,-1.3093333199837622,16797.2,888.7407407407408,18.9
O=C(Nc1cnc(-c2ccncc2)c(-c2ccccn2)n1)C1CC1,1310.0,12.8,0.74,1.0,7.177782416195197,2.5494451709255714,-0.3011050927839216,0.0,16768.0,969.4,17.2972972972973
O=[N+]([O-])c1cn2c(n1)O[C@H](COc1ccc(-c3ccc(F)cc3)nc1)CC2,3140.0,5.5,1.4,3.2,8.0519780789023,1.7047480922384253,0.3364722366212129,1.1631508098056809,17270.0,1373.75,12.571428571428571
COc1cccc(CNC(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1,7781.267199999999,2.0,0.3,2.0,8.959474483086442,0.6931471805599453,-1.2039728043259361,0.6931471805599453,15562.5344,1167.19008,13.333333333333334
COc1cccc(CNC(=O)c2c[nH]c3cc(-c4cn[nH]c4)ccc23)c1,3463.9000000000005,4.9,0.26,1.1,8.15015040090535,1.589235205116581,-1.3470736479666092,0.09531017980432493,16973.110000000004,818.7400000000001,20.730769230769237
Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,1955.0,8.5,1.6,4.8,7.578145472419466,2.1400661634962708,0.47000362924573563,1.5686159179138452,16617.5,651.6666666666667,25.5
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,3800.0,4.53,1.1,2.84,8.242756345714477,1.5107219394949427,0.09531017980432493,1.0438040521731147,17214.0,1471.830985915493,11.695636363636362
Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(c1)NC(=O)C21CCOCC1,5271.0,3.2,0.8,2.9,8.569975376855206,1.1631508098056809,-0.2231435513142097,1.0647107369924282,16867.2,1454.0689655172414,11.599999999999998
COc1cc(C(O)P(=O)(O)CC[C@H](N)C(=O)O)cc([N+](=O)[O-])c1O,2800.0,6.2,0.1,0.3,7.937374696163295,1.824549292051046,-2.3025850929940455,-1.2039728043259361,17360.0,933.3333333333334,18.6
O[C@@H]1[C@@H](O)[C@H](n2cc(Cc3ccc(C4CC4)cc3)c3c(Cl)cccc32)OC[C@H]1O,14787.0,1.2,0.32,3.6,9.601503695373488,0.1823215567939546,-1.1394342831883648,1.2809338454620642,17744.399999999998,1314.4,13.5
NC(=O)[C@@H](CCC(F)(F)F)N(CC12CC(c3ncon3)(C1)C2)S(=O)(=O)c1ccc(Cl)cc1,1251.9837800000005,13.3,2.12,2.18,7.132484596304558,2.5877640352277083,0.7514160886839212,0.7793248768009977,16651.384274000007,1217.5255108256883,13.676415094339625
