smiles,auc,cl,vdss,t1_2,log_auc_value,log_cl_value,log_vdss_value,log_t1_2_value,k1,k2,k3
O=C(Nc1nc(-c2ccccc2)cs1)[C@@H]1CCCN1C(=O)[C@H](NC(=O)N1CCOCC1)c1ccccc1,436.0,38.4,1.04,0.46,6.077642243349034,3.648057459593681,0.03922071315328133,-0.7765287894989963,16742.399999999998,985.7391304347824,16.984615384615385
Cc1cccc(C)c1-n1c(Cn2nc(-c3ccc4[nH]ccc4c3)c3c(N)ncnc32)nc2cccc(F)c2c1=O,473.0,36.0,1.11,0.84,6.159095388491933,3.58351893845611,0.10436001532424286,-0.1743533871447778,17028.0,625.0357142857144,27.24324324324324
COc1cccc(CNC(=O)c2cn(CCN(C)C)c3cc(-c4cn[nH]c4)ccc23)c1,417.5130000000001,42.0,3.2,1.2,6.034315681530693,3.7376696182833684,1.1631508098056809,0.1823215567939546,17535.546000000002,1113.3680000000004,15.749999999999998
COc1cc(-c2nc3ccc(-c4cccc(CN(C)C)c4)cc3c(=O)n2CC(=O)NC(C)C)ccc1F,441.0,40.2,4.85,1.61,6.089044875446846,3.6938669956249757,1.5789787049493917,0.4762341789963717,17728.2,1328.478260869565,13.34474226804124
CC(C)(C)c1ccc(-c2nc3c(N4CCN(Cc5ccc6nccnc6c5)CC4)cccc3[nH]2)cc1,447.0,38.0,6.1,2.7,6.102558594613569,3.6375861597263857,1.8082887711792655,0.9932517730102834,16986.0,1009.8888888888888,16.819672131147545
CSCC(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)c1csc(N)n1)c1cc(=O)c(O)cn1O,661.0,26.1,0.37,0.25,6.493753839851686,3.261935314328648,-0.9942522733438669,-1.3862943611198906,17252.100000000002,978.28,17.635135135135137
CN(C)CCn1cc(-c2ccn3c(-c4ccc(C(N)=O)c(OCc5cccc(F)c5)c4)cnc3c2)cn1,507.0,33.3,2.53,1.72,6.2285110035911835,3.505557396986398,0.9282193027394288,0.5423242908253617,16883.1,745.7616279069766,22.638735177865613
O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,728.0,23.0,1.4,1.0,6.590301048196686,3.1354942159291497,0.3364722366212129,0.0,16744.0,1019.2,16.42857142857143
O=c1[nH][nH]c2nc(-c3ccco3)c(-c3ccncn3)cc12,504.0,33.33,0.6,0.4,6.222576268071369,3.506457892319648,-0.5108256237659907,-0.916290731874155,16798.32,755.9999999999999,22.22
O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,744.0,22.6,0.85,1.06,6.612041034833092,3.1179499062782403,-0.16251892949777494,0.058268908123975824,16814.4,596.6037735849056,28.18352941176471
O=C(Nc1cnc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,980.0,17.3,0.93,0.9,6.887552571664617,2.8507065015037334,-0.07257069283483537,-0.10536051565782628,16954.0,1012.6666666666669,16.741935483870968
[2H]C([2H])([2H])N1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,917.7783482572324,19.0,5.6,4.2,6.821955910766395,2.9444389791664403,1.7227665977411035,1.4350845252893227,17437.788616887417,1223.7044643429765,14.25
C[C@@H](Oc1ccc2[nH]nc(-c3nc4cc(CCO)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,582.3,28.33,17.6,7.3,6.366985778843074,3.3439213138424253,2.8678989020441064,1.9878743481543455,16496.558999999997,1403.9013698630138,11.75051136363636
NC(=O)c1sc(N2CCOCC2)cc1OCCc1ccc(OC(F)(F)F)cc1,550.0,30.0,1.1,0.5,6.309918278226516,3.4011973816621555,0.09531017980432493,-0.6931471805599453,16500.0,1210.0,13.636363636363637
Cc1ccc(CN2CCOCC2)cc1NC(=O)c1ccc(Nc2ncc(C)c(-c3ccccc3)n2)cc1,710.0,23.3,2.1,1.0,6.565264970035361,3.1484533605716547,0.7419373447293773,0.0,16543.0,1491.0,11.095238095238097
C[C@H](Cc1ccccc1)n1c(-c2cccc(F)c2O)nc2ccnc(C(F)(F)F)c2c1=O,528.0,31.6,3.6,1.53,6.269096283706261,3.4531571205928664,1.2809338454620642,0.4252677354043441,16684.8,1242.3529411764705,13.43
c1coc(-c2nc3[nH]ncc3cc2-c2ccncn2)c1,736.0,23.33,0.8,0.6,6.601230118728877,3.1497400860333387,-0.2231435513142097,-0.5108256237659907,17170.879999999997,981.3333333333336,17.4975
C[C@H](Cc1ccccc1)n1c(-c2ccccc2O)nc2ccnc(C(F)(F)F)c2c1=O,518.0,32.2,1.4,0.6,6.249975242259483,3.4719664525503626,0.3364722366212129,-0.5108256237659907,16679.600000000002,1208.6666666666663,13.8
N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,560.0,30.33,4.56,2.37,6.327936783729195,3.41213732170049,1.5173226235262947,0.8628899551470398,16984.8,1077.4683544303796,15.763618421052632
O=C(Nc1cnc(-c2ccncc2F)c(-c2ccncc2)n1)C1CC1,680.0,24.5,1.3,1.2,6.522092798170152,3.1986731175506815,0.26236426446749106,0.1823215567939546,16660.0,736.6666666666667,22.615384615384613
O=C(Nc1ccc(-c2ccncc2)c(-c2ncco2)n1)C1CC1,533.0,31.67,1.6,0.9,6.278521424165844,3.4553698605505483,0.47000362924573563,-0.10536051565782628,16880.11,947.5555555555557,17.814375000000002
CC[C@@H](C)Nc1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12,987.2499000000004,17.9,14.9,13.5,6.894923198875288,2.884800712846709,2.7013612129514133,2.6026896854443837,17671.773210000007,1089.6313711111115,16.218120805369125
Fc1ccc(-c2nn3cc(C(F)(F)F)ccc3c2-c2ccncc2)cc1,500.0,34.0,5.4,2.5,6.214608098422191,3.5263605246161616,1.6863989535702288,0.9162907318741551,17000.0,1080.0,15.74074074074074
Cc1nc2c(C#N)cccc2n1-c1ccc(C(=O)NC2CC2)s1,703.0,24.0,0.995,0.85,6.555356891810665,3.1780538303479458,-0.005012541823544286,-0.16251892949777494,16872.0,822.9235294117648,20.50251256281407
COc1ccc(S(=O)(=O)c2ccc(F)cc2)c(Cc2c3c(n(CC(=O)O)c2C)CCNC3=O)c1,613.0,27.0,0.31,0.3,6.418364935936212,3.295836866004329,-1.171182981502945,-1.2039728043259361,16551.0,633.4333333333334,26.12903225806452
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)Oc2ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc2C3(C)C)[nH]1)C(C)C,926.0,17.83,1.8,1.41,6.8308742346461795,2.8808824318750488,0.5877866649021191,0.34358970439007686,16510.579999999998,1182.1276595744682,13.96683333333333
CC(C)[C@]1(C(=O)NCc2cc(F)cc(C(F)(F)F)c2)CC[C@@H](N2CC[C@]3(C=Cc4ccccc43)[C@@H](C)C2)C1,865.3738580000003,19.4,2.99,2.5,6.763161619338212,2.9652730660692823,1.095273387402595,0.9162907318741551,16788.252845200004,1034.9871341680005,16.220735785953178
O=C(Nc1nc2ccccc2[nH]1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,792.7440000000004,21.67,1.8,1.1,6.675500344799465,3.075928815548268,0.5877866649021191,0.09531017980432493,17178.76248000001,1297.217454545455,13.242777777777778
O=C(NC1CCCC1)N1Cc2cc(-c3c[nH]nc3C3CC3)cnc2C1,517.5438596,33.0,2.8,2.2,6.249094274398446,3.4965075614664802,1.0296194171811581,0.7884573603642703,17078.9473668,658.6921849454544,25.928571428571438
CN(c1ccc(Cl)cc1)c1nc(=O)c2cccnc2s1,542.0,30.75,1.176,0.58,6.295266001439646,3.4258899942525267,0.16211884947643512,-0.5447271754416722,16666.5,1098.951724137931,15.16581632653061
CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,658.0,25.5,3.4,2.0,6.489204931325317,3.2386784521643803,1.2237754316221157,0.6931471805599453,16779.0,1118.6,15.0
CC(Oc1ccc2nc(N)n(CC(O)c3ccc(C(F)(F)F)cc3Cl)c2n1)C(F)(F)F,778.1830999999999,22.6,2.49,1.76,6.656961843532322,3.1179499062782403,0.9122827104766164,0.5653138090500605,17586.938059999997,1100.9522267045454,15.97429718875502
CC(C)(C)C#Cc1cc(N2C(=O)[C@@H](CCO)OC[C@H]2C2CCCCC2)c(C(=O)O)s1,615.6694000000003,27.0,2.1,2.0,6.422710131153111,3.295836866004329,0.7419373447293773,0.6931471805599453,16623.07380000001,646.4528700000004,25.71428571428571
Cc1c(N2[C@@H]3CC[C@H]2C[C@@](C)(O)C3)ccc(C#N)c1Cl,630.61,24.4,3.908,2.458,6.446687604898324,3.1945831322991562,1.3630257341805363,0.8993480111438431,15386.884,1002.6134580960128,15.3467758444217
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,971.4343200000004,17.0,5.5,4.6,6.878773659738435,2.833213344056216,1.7047480922384253,1.5260563034950492,16514.38344000001,1161.49755652174,14.218181818181815
CNCCN(C)Cc1c[nH]nc1-c1ccc(O[C@H]2C[C@H](OCCC3CCOCC3)C2)cc1,846.0,19.7,11.1,8.54,6.740519359606223,2.9806186357439426,2.4069451083182885,2.1447610078004784,16666.2,1099.6018735363,15.156576576576574
O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,920.0,18.3,1.2,0.8,6.824373670043086,2.9069010598473755,0.1823215567939546,-0.2231435513142097,16836.0,1380.0,12.2
CC(C)C(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)c1nc(N)sc1Cl)c1cc(=O)c(O)cn1O,634.0,26.9,1.41,1.5,6.452048954437226,3.292126286607793,0.34358970439007686,0.4054651081081644,17054.6,595.9599999999999,28.617021276595743
O=C(NCc1cccnc1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,904.7786,18.33,1.2,1.3,6.807690272886486,2.9085390618516134,0.1823215567939546,0.26236426446749106,16584.591738,835.1802461538462,19.8575
COc1cnc2ccc(=O)n(CCN3CCN(c4nc5cc(C#N)c(C)cc5[nH]4)CC3)c2c1,520.0,32.2,1.54,0.8,6.253828811575473,3.4719664525503626,0.43178241642553783,-0.2231435513142097,16744.0,1001.0,16.72727272727273
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,739.0,22.5,1.76,1.6,6.6052979209482015,3.1135153092103742,0.5653138090500605,0.47000362924573563,16627.5,812.9,20.454545454545453
CCN(C)C(=O)c1ccc(-c2ccc3c(n2)Oc2ccccc2[C@@H]3C(C)(C)C(=O)Nc2nncs2)cc1F,526.0,34.0,0.5,0.4,6.26530121273771,3.5263605246161616,-0.6931471805599453,-0.916290731874155,17884.0,657.5,27.200000000000003
O[C@@H]1[C@@H](O)[C@H](c2cn(Cc3ccc(C4CC4)cc3)c3c(F)cccc23)OC[C@H]1O,930.0,16.8,5.0,5.9,6.835184586147301,2.8213788864092133,1.6094379124341003,1.7749523509116738,15624.0,788.1355932203389,19.824
O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cncc1Cl,721.0,23.17,6.23,7.91,6.580639137284949,3.142858338444285,1.8293763327993617,2.0681277817795625,16705.57,567.8672566371681,29.41808988764045
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc([C@H]3CC[C@H](c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)CC3)cc2)[nH]1)C(C)C,706.0,23.67,1.53,1.33,6.559615237493242,3.1642084235258925,0.4252677354043441,0.28517894223366247,16711.02,812.1654135338346,20.57588235294118
Cn1cc(/C=C2\C(=O)NN=C2c2nccs2)c2c(F)cccc21,3599.0,4.6,0.23,1.2,8.188411308079031,1.5260563034950492,-1.4696759700589417,0.1823215567939546,16555.399999999998,689.8083333333334,24.0
C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,7670.488500000002,2.2,1.1,6.6,8.94513558203333,0.7884573603642703,0.09531017980432493,1.8870696490323797,16875.074700000005,1278.4147500000004,13.2
CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,4545.764324324326,3.8,0.64,3.7,8.421951160641067,1.33500106673234,-0.4462871026284195,1.308332819650179,17273.904432432435,786.2943696128563,21.96875
CNC(=O)c1ccc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)cc1C,1177.629666000001,15.0,2.3,3.2,7.071258939573062,2.70805020110221,0.8329091229351039,1.1631508098056809,17664.444990000015,846.4213224375005,20.869565217391305
Cc1ccc(C(=O)c2cccn2C/C=C/c2cccc(OCC(=O)[O-])c2)cc1.[Na+],14000.0,1.2,0.3,3.2,9.546812608597396,0.1823215567939546,-1.2039728043259361,1.1631508098056809,16800.0,1312.5,12.8
Cc1ncn(-c2ccc(C(=O)N[C@H]3[C@H]4CC[C@H]3N(c3ncc(Cl)c5cnoc35)C4)c(Cl)c2)n1,1010.0,16.5,0.9,0.8,6.917705609835305,2.803360380906535,-0.10536051565782628,-0.2231435513142097,16665.0,1136.25,14.666666666666668
CCOc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C,1141.0,15.0,1.1,0.9,7.039660349862076,2.70805020110221,0.09531017980432493,-0.10536051565782628,17115.0,1394.5555555555557,12.272727272727272
