smiles,value,log_value,init_value
Cl.N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CSc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,6.05,1.80005827204275,0.7136574621195464
CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl.Cl,6.21,1.8261608959453874,0.7168693431284479
CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl.Cl,3.07,1.1216775615991057,0.6301839336035573
Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,0.6,-0.5108256237659907,0.4293073474947058
C/C(=C\COc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)cc1)CCC(=O)O,0.9,-0.10536051565782628,0.4791991011115964
Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,3.0,1.0986122886681098,0.627345793178728
CNC(=O)[C@@H](NC(=O)[C@H](c1ccc(OC)cc1)[C@H](CO)C(=O)NO)C(C)(C)C,0.34,-1.0788096613719298,0.3594179313750759
CCN(CC)[C@@H](C)CNC(=O)c1cc(-c2cnn3ccc(-c4cccs4)nc23)nc(N2CC(OC)C2)c1,7.34,1.9933388426264242,0.7374402893312044
CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3scc(-c4ccccc4C)c3c2)cc1,1.5,0.4054651081081644,0.5420552770253286
CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3sc(F)c(-c4ccccc4C)c3c2)cc1,2.2,0.7884573603642703,0.5891817860753805
CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3sc(Cl)c(-c4ccccc4C)c3c2)cc1,0.8,-0.2231435513142097,0.4647061100312145
CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3sc(C(F)(F)F)c(-c4ccccc4C)c3c2)cc1,1.1,0.09531017980432493,0.5038912699219813
CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3scc(-c4ccc(OCCCS(C)(=O)=O)cc4C)c3c2)cc1,5.1,1.62924053973028,0.6926386468293878
CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3scc(-c4ccc(OCC5(C)CS(=O)(=O)C5)cc4C)c3c2)cc1,5.9,1.7749523509116738,0.7105682235972947
COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccnc4ccccc34)c12,2.0,0.6931471805599453,0.5774540395618373
O=C(O)c1csc(SCCN2C(=O)OC[C@@H]2/C=C/[C@@H](O)C2(CCCCF)CCC2)n1,0.728,-0.3174542307854511,0.45310135023924364
CNC(=O)[C@@H]1CCCCN1C(=O)[C@H](c1ccc(OC)cc1)[C@H](CO)C(=O)NO,1.06,0.058268908123975824,0.4993334079423031
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,1.52,0.41871033485818504,0.5436850783976224
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)CCCN3S(C)(=O)=O,2.36,0.8586616190375187,0.5978202940666717
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@@H](C)OCCN3S(C)(=O)=O,1.79,0.5822156198526637,0.5638041101734166
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)NC(=O)CN3S(C)(=O)=O,1.74,0.5538851132264376,0.5603180921951192
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)n1nncc1CN3S(C)(=O)=O,1.41,0.34358970439007686,0.5344416196833881
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)O[C@H](CO)CN3S(C)(=O)=O,2.25,0.8109302162163288,0.5919470306422193
CCCc1cc(N[C@@H](CC(C)C)C(=O)NCCCOCC)nc(-n2cnc(-c3ccc(OC(F)(F)F)cc3)c2)n1,1.99,0.688134638736401,0.5768372552895198
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)C(C)OC(CS(C)(=O)=O)CN3S(C)(=O)=O,1.51,0.412109650826833,0.5428728760778426
O=C(O)CCc1cc(F)c(OCc2c(C(F)(F)F)ccn2-c2ccc(Cl)cc2)c(F)c1,0.42,-0.8675005677047231,0.3854191359853634
O=C(CN(Cc1ccc(Cl)c(O)c1F)Cc1ccc(Cl)c(O)c1F)NO,0.33,-1.1086626245216111,0.3557445778548497
O=C(CN(Cc1ccc(F)c(O)c1F)Cc1ccc(F)c(O)c1F)NO,0.41,-0.8915981192837836,0.38245397552615057
O=C(CN(Cc1cccc(C(=O)O)c1)Cc1cccc(C(=O)O)c1)NO,0.42,-0.8675005677047231,0.3854191359853634
CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2-c2ccc(C3(C#N)CC3)cc2)CC1,0.7,-0.35667494393873245,0.4482753118990957
O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,3.99,1.3837912309017721,0.6624365500357934
COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5nccs5)nc43)CC2)cc1F,3.6,1.2809338454620642,0.6497801334183949
CC(C)[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(=O)n(C)c2)c1)c1ccccc1,0.66,-0.4155154439616658,0.441035094008249
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.2,0.1823215567939546,0.514597863648105
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=N1,6.1,1.8082887711792655,0.7146702102619922
Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCNCC3)cc2)c2ccccc2n1,0.3,-1.2039728043259361,0.34401683134130656
CC1=C[C@@](CF)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,2.2,0.7884573603642703,0.5891817860753805
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=C(CF)OC(N)=N1,3.4,1.2237754316221157,0.6427468932124972
COCC1=C[C@@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O1,1.5,0.4054651081081644,0.5420552770253286
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(C#N)ccc2OC(C)C)C3)ccn1,1.83,0.6043159668533296,0.5665235181948607
Cc1cc(N(C)C(N)=O)cc(C)c1CCS(=O)(=O)N1CCC2(CC1)N=C([C@H]1CC[C@H](C)CC1)NC2=O,0.395,-0.9288695140810151,0.3778677973100825
CNC(=O)c1cnc(N)c(O[C@H]2CN(C(=O)Cc3ccc(OC(F)(F)F)cc3)CC2(F)F)c1,1.4,0.3364722366212129,0.5335658280524949
Cn1cnc(-c2cnc(O[C@H]3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)C[C@H]3F)c(C(N)=O)c2)c1,0.65,-0.4307829160924542,0.43915645897241046
Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCOCC3)cc2)c2ccccc2n1,0.7,-0.35667494393873245,0.4482753118990957
CC(C)(O)COc1ccc(C(N)=O)c(O[C@H]2CCN(C(=O)Cc3ccc(OC(F)(F)F)cc3)C[C@H]2F)c1,0.6,-0.5108256237659907,0.4293073474947058
NC(=O)c1sc(N2CCOCC2)cc1OCCc1ccc(OC(F)(F)F)cc1,1.1,0.09531017980432493,0.5038912699219813
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C)CC1,7.5,2.0149030205422647,0.7400937227093508
O=C(Nc1ccc(CP(=O)(O)O)cc1)C1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1,2.24,0.8064758658669485,0.5913989308286706
COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,4.2,1.4350845252893227,0.6687480978227848
Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1,0.94,-0.06187540371808753,0.4845498660664975
CNC(=O)c1cc(Oc2ccc(-c3noc(C(C)C)n3)c(C)c2)ccn1,0.611,-0.49265831981054176,0.4315428016304699
COc1ccc(F)c(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)cc2C2=CCCC2(C)C)c1,1.1,0.09531017980432493,0.5038912699219813
COc1ccc(F)c(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)cc2[C@@H]2CCCC2(C)C)c1,1.68,0.5187937934151675,0.5560001682921619
CC[C@H](CC(=O)O)c1cccc(OCc2ccc(-c3cc(OC)ccc3F)c([C@@H]3CCCC3(C)C)c2)c1,1.12,0.11332868530700327,0.5061084146752713
CC[C@H](CC(=O)O)c1cccc(OCc2ccc(-c3cc(OC)ccc3F)c([C@@H]3CCCC3(C)C)c2)c1F,0.81,-0.21072103131565253,0.4662346788147547
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C(C)C)C1,7.2,1.9740810260220096,0.7350706495717941
COc1ccc(F)c(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3F)cc2[C@@H]2CCCC2(C)C)c1,1.9,0.6418538861723947,0.571142491774846
CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(OC(C)C)nc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncn(C)n4)cc3)CC2)C1,0.1,-2.3025850929940455,0.20883456157101676
COCc1ccc(-c2ccc3nnc(C(N)=O)c(N[C@@H](C)C4CCOCC4)c3c2)cn1,0.7,-0.35667494393873245,0.4482753118990957
Cc1nc2c(c(CO)nn2[C@@H](C)c2ccc(C(F)(F)F)cc2)c(=O)[nH]1,1.4,0.3364722366212129,0.5335658280524949
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C)C1,9.4,2.2407096892759584,0.7678788279039189
O=c1[nH]c2ccc(-c3c(Cl)cccc3OC(F)(F)F)cc2[nH]1,3.3,1.1939224684724346,0.639073539692271
O=c1[nH]c2ccc(-c3c(Cl)cccc3C3CC3)cc2[nH]1,4.6,1.5260563034950492,0.6799420118083989
Cc1cc(-c2c(Cl)cccc2OC(F)(F)F)cc2c1NC(=O)C2,3.5,1.252762968495368,0.6463137575831178
Cc1cc(-c2c(Cl)cncc2OC(F)(F)F)cc2c1NC(=O)C2,2.7,0.9932517730102834,0.6143813708818863
Cc1cc(-c2c(Cl)cncc2OC(F)F)cc2c1NC(=O)C2,1.9,0.6418538861723947,0.571142491774846
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,2.2,0.7884573603642703,0.5891817860753805
COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OCCO)c1,5.8,1.7578579175523736,0.7084647842622507
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,4.9,1.589235205116581,0.6877160622271746
CCCCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC)C(N)=O,0.1978,-1.6204988597935253,0.29276404800967515
COCCOc1cc(F)c2c(Nc3ccc(NC(=O)Cn4cc(C(C)C)nn4)cc3)ncnc2c1,0.6,-0.5108256237659907,0.4293073474947058
O=C(NOC[C@H](O)CO)c1cc2c(c(F)c1Nc1ccc(I)cc1F)OCC2,9.4,2.2407096892759584,0.7678788279039189
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O,0.7,-0.35667494393873245,0.4482753118990957
O=C(NOC(CO)CO)c1cc2ccoc2c(F)c1Nc1ccc(I)cc1F,0.8,-0.2231435513142097,0.4647061100312145
CC(C)OC(=O)N1CCC2(CC1)CC(CCCOc1ccc(C(=O)NCC(N)=O)c(F)c1)C2,1.01,0.009950330853168092,0.4933878937559857
Cc1cccc(C)c1C(=O)N[C@H](c1ccccc1)C12CCC(CC1)CN2C,1.8,0.5877866649021191,0.5644896172649957
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O,0.8,-0.2231435513142097,0.4647061100312145
Cc1cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)CC2,2.18,0.7793248768009977,0.5880580503685646
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc4c(c3)CC4)c2)[C@H](O)[C@@H](O)[C@@H]1O,4.01,1.3887912413184778,0.6630517923409972
CS(=O)(=O)c1cc(F)cc2c1c(Sc1ccc(C(F)(F)F)cc1)c1n2CCC[C@H]1CC(=O)O,3.6,1.2809338454620642,0.6497801334183949
CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)cc4)n3)c2c1,1.0,0.0,0.4921635234084381
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(N)=O,0.6,-0.5108256237659907,0.4293073474947058
CC(C)Nc1ccc2ccn(-c3cncc(-c4ccc(C(=O)O)cc4)n3)c2c1,1.8,0.5877866649021191,0.5644896172649957
CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC(=O)O)cc1)C2,0.3,-1.2039728043259361,0.34401683134130656
CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC(=O)O)cc1)C2=O,0.28,-1.2729656758128873,0.3355273823684729
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@H](CF)[C@@H]1F,4.5,1.5040773967762742,0.6772375467956185
CO[C@H]1[C@@H](CF)OC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,4.4,1.4816045409242156,0.6744723022287796
C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)O[C@H](CF)[C@@H]1F,3.5,1.252762968495368,0.6463137575831178
CC(F)(F)[C@H]1OC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,5.4,1.6863989535702288,0.6996718870352855
C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)O[C@H](C2(F)CC2)[C@@H]1F,5.4,1.6863989535702288,0.6996718870352855
C[C@@H](F)[C@H]1OC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,6.9,1.9315214116032138,0.7298337654252895
Cc1cccc(C)c1-n1c(Cn2nc(-c3ccc4[nH]ccc4c3)c3c(N)ncnc32)nc2cccc(F)c2c1=O,1.11,0.10436001532424286,0.5050048359354412
COc1ccc(-c2nn(Cc3nc4cccc(F)c4c(=O)n3-c3c(C)cccc3C)c3ncnc(N)c23)cc1OC,0.45,-0.7985076962177716,0.39390858495819714
N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,2.7,0.9932517730102834,0.6143813708818863
O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,0.85,-0.16251892949777494,0.47216586090569873
O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,0.4,-0.916290731874155,0.3794155938778152
Cc1cc(SC(Cc2ccccc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)ccc1OCC(=O)O,1.0,0.0,0.4921635234084381
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.1,0.09531017980432493,0.5038912699219813
COCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,1.6,0.47000362924573563,0.5499966261846136
C=CC(=O)N1C[C@@H]2C[C@H]1CN2c1ccc(C(N)=O)c(Oc2ccc(Oc3ccccc3)cc2)n1,0.86,-0.15082288973458366,0.4736050376005349
Br.NC(=O)c1cnc2[nH]ccc2c1NC1C2CC3CC1CC(O)(C3)C2,1.83,0.6043159668533296,0.5665235181948607
O=C(N[C@@H](c1ccc(OC(F)(F)F)c(F)c1)c1ncccc1F)c1ccc(=O)[nH]c1,1.7,0.5306282510621704,0.557456377059098
O=C(N[C@@H](c1ccc(C(F)(F)F)cc1)c1ncccc1F)c1ccc(=O)[nH]c1,1.0,0.0,0.4921635234084381
O=C(N[C@@H](c1ccc(C(F)(F)F)c(F)c1)c1ncccc1F)c1ccc(=O)[nH]c1,2.1,0.7419373447293773,0.5834575816693855
O=C(O)c1ccc(C(=O)N[C@@H](c2ccc(OC(F)(F)F)c(F)c2)c2ncccc2F)nc1,1.7,0.5306282510621704,0.557456377059098
